Mod:Item:MetaData, Localized Name
ExtraPlanets:saturnDungeonBrickStoneStairs, Saturn Dungeon Brick Stairs
ExtraPlanets:uranusStonehalfslab:0, Uranus Stone Slab
ExtraPlanets:uranusStonefullslab:0, Uranus Stone Slab
ExtraPlanets:uranusStoneStairs, Uranus Stone Stairs
ExtraPlanets:uranusStoneBrickStairs, Uranus Stone Bricks Stairs
ExtraPlanets:uranusDungeonBrickStonehalfslab:0, Uranus Dungeon Brick Slab
ExtraPlanets:uranusDungeonBrickStonefullslab:0, Uranus Dungeon Brick Slab
ExtraPlanets:uranusDungeonBrickStoneStairs, Uranus Dungeon Brick Stairs
ExtraPlanets:neptuneStonehalfslab:0, Neptune Stone Slab
ExtraPlanets:neptuneStonefullslab:0, Neptune Stone Slab
ExtraPlanets:neptuneStoneStairs, Neptune Stone Stairs
ExtraPlanets:neptuneStoneBrickStairs, Neptune Stone Bricks Stairs
ExtraPlanets:neptuneDungeonBrickStonehalfslab:0, Neptune Dungeon Brick Slab
ExtraPlanets:neptuneDungeonBrickStonefullslab:0, Neptune Dungeon Brick Slab
ExtraPlanets:neptuneDungeonBrickStoneStairs, Neptune Dungeon Brick Stairs
ExtraPlanets:erisStonehalfslab:0, Eris Stone Slab
ExtraPlanets:erisStonefullslab:0, Eris Stone Slab
ExtraPlanets:erisStoneStairs, Eris Stone Stairs
ExtraPlanets:erisStoneBrickStairs, Eris Stone Bricks Stairs
ExtraPlanets:advancedRefinery, Advanced Refinery
ExtraPlanets:ultimateRefinery, Ultimate Refinery
ExtraPlanets:advancedFuelLoader, Advanced Fuel Loader
ExtraPlanets:ultimateFuelLoader, Ultimate Fuel Loader
ExtraPlanets:advancedOxygenCompressor:0, Advanced Oxygen Compressor
ExtraPlanets:advancedOxygenCompressor:4, Advanced Oxygen Decompressor
ExtraPlanets:ultimateOxygenCompressor:0, Ultimate Oxygen Compressor
ExtraPlanets:ultimateOxygenCompressor:4, Ultimate Oxygen Decompressor
ExtraPlanets:tile.solar:0, Hybrid Solar Panel
ExtraPlanets:tile.solar:4, Ultimate Solar Panel
ExtraPlanets:chargingBlock, Vehicle Charger
ExtraPlanets:glowstone, Liquid Glowstone
ExtraPlanets:magma, Liquid Magma
ExtraPlanets:nitrogen, Liquid Nitrogen
ExtraPlanets:salt, Salt Ore
ExtraPlanets:frozen_water, Frozen Water
ExtraPlanets:radio_active_water, Radioactive Water
ExtraPlanets:infected_water, Infected Water
ExtraPlanets:methane, Liquid Methane
ExtraPlanets:nitrogen_ice, Liquid Nitrogen Ice
ExtraPlanets:liquid_chocolate, Liquid Chocolate
ExtraPlanets:liquid_caramel, Liquid Caramel
progressiveautomation:Miner, Wooden Miner
progressiveautomation:MinerStone, Stone Miner
progressiveautomation:MinerIron, Iron Miner
progressiveautomation:MinerDiamond, Diamond Miner
progressiveautomation:Chopper, Wooden Chopper
progressiveautomation:ChopperStone, Stone Chopper
progressiveautomation:ChopperIron, Iron Chopper
progressiveautomation:ChopperDiamond, Diamond Chopper
progressiveautomation:Planter, Wooden Planter
progressiveautomation:PlanterStone, Stone Planter
progressiveautomation:PlanterIron, Iron Planter
progressiveautomation:PlanterDiamond, Diamond Planter
progressiveautomation:Crafter, Wooden Crafter
progressiveautomation:CrafterStone, Stone Crafter
progressiveautomation:CrafterIron, Iron Crafter
progressiveautomation:CrafterDiamond, Diamond Crafter
progressiveautomation:Farmer, Wooden Animal Farmer
progressiveautomation:FarmerStone, Stone Animal Farmer
progressiveautomation:FarmerIron, Iron Animal Farmer
progressiveautomation:FarmerDiamond, Diamond Animal Farmer
progressiveautomation:Killer, Wooden Killer
progressiveautomation:KillerStone, Stone Killer
progressiveautomation:KillerIron, Iron Killer
progressiveautomation:KillerDiamond, Diamond Killer
ExtraTiC:moltenRefinedGlowstone, Molten Refined Glowstone
ExtraTiC:moltenOsmium, Molten Osmium
ExtraTiC:moltenPokefennium, Molten Pokefennium
ExtraTiC:moltenFairy, Molten Fairy
ExtraTiC:moltenRedAurum, Molten RedAurum
ExtraTiC:moltenDesh, Molten Desh
ExtraTiC:potatoSoup, Potato Soup
ExtraTiC:moltenDrulloy, Molten Drulloy
ExtraTiC:moltenDarkSteel, Molten Dark Steel
ExtraTiC:moltenZinc, Molten Zinc
ExtraTiC:moltenBrass, Molten Brass
ExtraTiC:moltenAdamantine., Molten Adamantine
ExtraTiC:moltenConductiveIron, Molten Conductive Iron
ExtraTiC:moltenElectricalSteel, Molten Electrical Steel
ExtraTiC:moltenEnergeticAlloy, Molten Energetic Alloy
ExtraTiC:moltenPhasedGold, Molten Phased Gold
ExtraTiC:moltenPhasedIron, Molten Phased Iron
ExtraTiC:moltenRedstoneAlloy, Molten Redstone Alloy
ExtraTiC:liquidSilicon, Liquid Silicon
ExtraTiC:moltenSoularium, Molten Soularium
ExtraTiC:moltenManasteel, Molten Manasteel
ExtraTiC:moltenTerrasteel, Molten Terrasteel
ExtraTiC:moltenElementium, Molten Elementium
ExtraTiC:moltenVoidmetal, Molten Voidmetal
ExtraTiC:moltenblutonium, Molten Blutonium
ExtraTiC:moltenLudicrite, Molten Ludicrite
ExtraTiC:moltenBedrockium, Molten Bedrockium
ExtraTiC:moltenWitheriron, Molten Wither Iron
ExtraTiC:moltenConstantan, Molten Constantan
ExtraTiC:blockFunStuff:0, Fairy Block
ExtraTiC:blockFunStuff:1, Pokefennium Block
ExtraTiC:blockFunStuff:2, RedAurum Block
FlatSigns:blockFlatSign, Sign
ForestryExtras:draconicBlock, Draconic Block
ForestryExtras:reinforcedBlock, Reinforced Block
ForestryExtras:mutatedIronBlock, Mutated Iron Block
ForestryExtras:legendaryBlock, Legendary Block
ForestryExtras:tile.fe.block.crop checker, Crop Checker
ForestryExtras:Beeducer, Beeducer
foundry:refractoryCasing, Refractory Casing
foundry:foundryMachine:0, Induction Crucible Furnace
foundry:foundryMachine:1, Metal Caster
foundry:foundryMachine:2, Alloy Mixer
foundry:foundryMachine:3, Metal Infuser
foundry:foundryMachine:4, Material Router
foundry:foundryMachine:5, Metal Atomizer
foundry:blockFoundryMetal:0, Block of Copper
foundry:blockFoundryMetal:1, Block of Tin
foundry:blockFoundryMetal:2, Block of Bronze
foundry:blockFoundryMetal:3, Block of Electrum
foundry:blockFoundryMetal:4, Block of Invar
foundry:blockFoundryMetal:5, Block of Nickel
foundry:blockFoundryMetal:6, Block of Zinc
foundry:blockFoundryMetal:7, Block of Brass
foundry:blockFoundryMetal:8, Block of Silver
foundry:blockFoundryMetal:9, Block of Steel
foundry:blockFoundryMetal:10, Block of Lead
foundry:blockFoundryMetal:11, Block of Aluminum
foundry:blockFoundryMetal:12, Block of Chromium
foundry:blockFoundryMetal:13, Block of Platinum
foundry:blockFoundryMetal:14, Block of Manganese
foundry:blockFoundryMetal:15, Block of Titanium
foundry:blockFoundryMetal2:0, Block of Cupronickel
foundry:blockFoundryOre:0, Copper Ore
foundry:blockFoundryOre:1, Tin Ore
foundry:blockFoundryOre:2, Nickel Ore
foundry:blockFoundryOre:3, Zinc Ore
foundry:blockFoundryOre:4, Silver Ore
foundry:blockFoundryOre:5, Lead Ore
foundry:alloyFurnace, Alloy Furnace
foundry:refractoryHopper, Refractory Hopper
foundry:slab1:0, Iron Slab
foundry:slab1:1, Gold Slab
foundry:slab1:2, Copper Slab
foundry:slab1:3, Tin Slab
foundry:slab1:4, Bronze Slab
foundry:slab1:5, Electrum Slab
foundry:slab1:6, Invar Slab
foundry:slab1:7, Nickel Slab
foundry:slab2:0, Zinc Slab
foundry:slab2:1, Brass Slab
foundry:slab2:2, Silver Slab
foundry:slab2:3, Steel Slab
foundry:slab2:4, Lead Slab
foundry:slab2:5, Aluminum Slab
foundry:slab2:6, Chromium Slab
foundry:slab2:7, Platinum Slab
foundry:slab3:0, Manganese Slab
foundry:slab3:1, Titanium Slab
foundry:slab3:2, Cupronickel Slab
foundry:stairsIron, Iron Stairs
foundry:stairsGold, Gold Stairs
foundry:stairsCopper, Copper Stairs
foundry:stairsTin, Tin Stairs
foundry:stairsBronze, Bronze Stairs
foundry:stairsElectrum, Electrum Stairs
foundry:stairsInvar, Invar Stairs
foundry:stairsNickel, Nickel Stairs
foundry:stairsZinc, Zinc Stairs
foundry:stairsBrass, Brass Stairs
foundry:stairsSilver, Silver Stairs
foundry:stairsSteel, Steel Stairs
foundry:stairsLead, Lead Stairs
foundry:stairsAluminum, Aluminum Stairs
foundry:stairsChromium, Chromium Stairs
foundry:stairsPlatinum, Platinum Stairs
foundry:stairsManganese, Manganese Stairs
foundry:stairsTitanium, Titanium Stairs
foundry:stairsCupronickel, Cupronickel Stairs
foundry:liquidIron, Liquid Iron
foundry:liquidGold, Liquid Gold
foundry:liquidCopper, Liquid Copper
foundry:liquidTin, Liquid Tin
foundry:liquidBronze, Liquid Bronze
foundry:liquidElectrum, Liquid Electrum
foundry:liquidInvar, Liquid Invar
foundry:liquidNickel, Liquid Nickel
foundry:liquidZinc, Liquid Zinc
foundry:liquidBrass, Liquid Brass
foundry:liquidSilver, Liquid Silver
foundry:liquidSteel, Liquid Steel
foundry:liquidCupronickel, Liquid Cupronickel
foundry:liquidLead, Liquid Lead
foundry:liquidAluminum, Liquid Aluminum
foundry:liquidChromium, Liquid Chromium
foundry:liquidPlatinum, Liquid Platinum
foundry:liquidManganese, Liquid Manganese
foundry:liquidTitanium, Liquid Titanium
foundry:liquidRubber, Liquid Rubber
foundry:liquidStainlessSteel, Liquid Stainless Steel
foundry:liquidKanthal, Liquid Kanthal
foundry:liquidNichrome, Liquid Nichrome
foundry:liquidMithril, Liquid Mithril
foundry:liquidRedstone, Liquid Redstone
foundry:liquidRedAlloy, Liquid Red Alloy
foundry:liquidGlass, Liquid Glass
foundry:liquidGlass.black, Liquid Glass (Black)
foundry:liquidGlass.red, Liquid Glass (Red)
foundry:liquidGlass.green, Liquid Glass (Green)
foundry:liquidGlass.brown, Liquid Glass (Brown)
foundry:liquidGlass.blue, Liquid Glass (Blue)
foundry:liquidGlass.purple, Liquid Glass (Purple)
foundry:liquidGlass.cyan, Liquid Glass (Cyan)
foundry:liquidGlass.silver, Liquid Glass (Light Gray)
foundry:liquidGlass.gray, Liquid Glass (Gray)
foundry:liquidGlass.pink, Liquid Glass (Pink)
foundry:liquidGlass.lime, Liquid Glass (Lime)
foundry:liquidGlass.yellow, Liquid Glass (Yellow)
foundry:liquidGlass.light_blue, Liquid Glass (Light Blue)
foundry:liquidGlass.magenta, Liquid Glass (Magenta)
foundry:liquidGlass.orange, Liquid Glass (Orange)
foundry:liquidGlass.white, Liquid Glass (White)
foundry:liquidIronwood, Liquid Ironwood
foundry:liquidSteeleaf, Liquid Steeleaf
foundry:liquidKnightmetal, Liquid Knightmetal
foundry:liquidAdamantine, Liquid Adamantine
foundry:liquidAtlarus, Liquid Atlarus
foundry:liquidRubracium, Liquid Rubracium
foundry:liquidHaderoth, Liquid Haderoth
foundry:liquidTartarite, Liquid Tartarite
foundry:liquidMidasium, Liquid Midasium
foundry:liquidDamascusSteel, Liquid Damascus Steel
foundry:liquidAngmallen, Liquid Angmallen
foundry:liquidQuicksilver, Liquid Quicksilver
foundry:liquidOrichalcum, Liquid Orichalcum
foundry:liquidCelenegil, Liquid Celenegil
foundry:liquidVyroxeres, Liquid Vyroxeres
foundry:liquidSanguinite, Liquid Sanguinite
foundry:liquidCarmot, Liquid Carmot
foundry:liquidInfuscolium, Liquid Infuscolium
foundry:liquidMeutoite, Liquid Meutoite
foundry:liquidHepatizon, Liquid Hepatizon
foundry:liquidEximite, Liquid Eximite
foundry:liquidDesichalkos, Liquid Desichalkos
foundry:liquidDeepIron, Liquid Deep Iron
foundry:liquidCeruclase, Liquid Ceruclase
foundry:liquidBlackSteel, Liquid BlackSteel
foundry:liquidAstralSilver, Liquid Astral Silver
foundry:liquidAmordrine, Liquid Amordrine
foundry:liquidAlduorite, Liquid Alduorite
foundry:liquidKalendrite, Liquid Kalendrite
foundry:liquidLemurite, Liquid Lemurite
foundry:liquidInolashite, Liquid Inolashite
foundry:liquidShadowIron, Liquid Shadow Iron
foundry:liquidShadowSteel, Liquid Shadow Steel
foundry:liquidOureclase, Liquid Oureclase
foundry:liquidIgnatius, Liquid Ignatius
foundry:liquidVulcanite, Liquid Vulcanite
foundry:liquidPrometheum, Liquid Prometheum
foundry:liquidTritanium, Liquid Tritanium
foundry:liquidManasteel, Liquid Manasteel
foundry:liquidTerrasteel, Liquid Terrasteel
foundry:liquidElementium, Liquid Elementium
foundry:liquidSignalum, Liquid Signalum
foundry:liquidLumium, Liquid Lumium
foundry:liquidEnderium, Liquid Enderium
foundry:liquidThaumium, Liquid Thaumium
foundry:liquidVoid, tile.liquidVoid.name
foundry:liquidAer, Air Infused Liquid
foundry:liquidTerra, Earth Infused Liquid
foundry:liquidAqua, Water Infused Liquid
foundry:liquidIgnis, Fire Infused Liquid
foundry:liquidOrdo, Order Infused Liquid
foundry:liquidPerditio, Entropy Infused Liquid
foundry:liquidPotentia, Energy Infused Liquid
foundry:liquidVictus, Life Infused Liquid
foundry:liquidVacous, Void Infused Liquid
foundry:liquidPrimal, Primal Liquid
foundry:liquidOsmium, Liquid Osmium
foundry:liquidRefinedGlowstone, Liquid Refined Glowstone
foundry:liquidRedstoneAlloy, Liquid Redstone Alloy
foundry:liquidEnergeticAlloy, Liquid Energetic Alloy
foundry:liquidVibrantAlloy, Liquid Vibrant Alloy
foundry:liquidDarkSteel, Liquid Dark Steel
foundry:liquidElectricalSteel, Liquid Electrical Steel
foundry:liquidPhasedIron, Liquid Pulsating Iron
foundry:liquidSoularium, Liquid Soularium
foundry:liquidElectrumFlux, tile.liquidElectrumFlux.name
gadomancy:BlockStickyJar, Sticky Jar
gadomancy:BlockArcaneDropper, Arcane Dropper
gadomancy:BlockInfusionClaw, Infusion Claw
gadomancy:BlockRemoteJar, Mirrored Jar
gadomancy:BlockExtendedNodeJar, Node in a Jar
gadomancy:BlockNodeManipulator:5, Node Manipulator
gadomancy:BlockStoneMachine:0, Randomization Focus
gadomancy:BlockStoneMachine:1, Ancient Pedestal
gadomancy:BlockStoneMachine:2, Arcane Enervation Emitter
gadomancy:BlockStoneMachine:3, Redirection Focus
gadomancy:BlockStoneMachine:4, Arcane Packager
gadomancy:BlockAdditionalEldritchPortal, Eldritch Portal
gadomancy:BlockAuraPylon:0, Aura Pylon
gadomancy:BlockAuraPylon:1, Aura Pylon Peak
gadomancy:BlockKnowledgeBook, Book of Knowledge
gadomancy:BlockEssentiaCompressor, Essentia Condenser
gearswap:gearSwapperWood, Gear Swapper
gearswap:gearSwapperIron, Gear Swapper
gearswap:gearSwapperLapis, Gear Swapper
gearswap:gearSwapperStone, Gear Swapper
gearswap:gearSwapperGlass, Gear Swapper
gendustry:fluid.Mutagen, Mutagen
gendustry:fluid.LiquidDNA, Liquid DNA
gendustry:fluid.Protein, Protein
gendustry:MutagenProducer, Mutagen Producer
gendustry:Mutatron, Mutatron
gendustry:IndustrialApiary, Industrial Apiary
gendustry:Imprinter, Genetic Imprinter
gendustry:Sampler, Genetic Sampler
gendustry:MutatronAdv, Advanced Mutatron
gendustry:Liquifier, Protein Liquifier
gendustry:Extractor, DNA Extractor
gendustry:Transposer, Genetic Transposer
gendustry:Replicator, Genetic Replicator
pressure:Pipe, High Pressure Pipe
pressure:CheckValve, High Pressure Check Valve
pressure:PipeSensor, High Pressure Pipe Sensor
pressure:Pump, High Pressure Pump
pressure:Output, High Pressure Output
pressure:Input, High Pressure Input
pressure:Water, Infinite Water Source
pressure:Creative, Creative Fluid Source
pressure:Drain, Fluid Drain
pressure:Sluice, Sluice
pressure:TankController, Tank Controller
pressure:Router, High Pressure Router
pressure:TankBlock, Tank Block
pressure:TankIndicator, Tank Indicator Block
pressure:TankFluidOutput, Tank Fluid Outlet
pressure:TankFluidAutoOutput, Powered Tank Fluid Outlet
pressure:TankFluidInput, Tank Fluid Intake
pressure:TankFluidAccess, Tank Access Port
pressure:TankPressureOutput, Tank Pressure Outlet
pressure:TankPressureInput, Tank Pressure Intake
pressure:TankInterface, Tank Interface
pressure:TankFilter, Tank Fluid Filter
pressure:Sensor, Tank Sensor
pressure:TankDataPort, Tank Data Port
pressure:GasInput, Pressurized Gas Input
pressure:GasOutput, Pressurized Gas Output
pressure:TankGasOutput, Tank Gas Outlet
pressure:TankGasInput, Tank Gas Intake
advgenerators:TurbineController, Gas Turbine Controller
advgenerators:HeatExchangerController, Heat Exchanger Controller
advgenerators:SteamTurbineController, Steam Turbine Controller
advgenerators:SyngasController, Syngas Producer Controller
advgenerators:EuOutputLV, LV Emitter
advgenerators:EuOutputMV, MV Emitter
advgenerators:EuOutputHV, HV Emitter
advgenerators:EuOutputEV, EV Emitter
advgenerators:RFOutput, Flux Generator
advgenerators:FluidInput, Fluid Intake Valve
advgenerators:FluidOutputSelect, Fluid Output Valve
advgenerators:ItemInput, Item Input Port
advgenerators:ItemOutput, Item Output Port
advgenerators:FuelTank, Fuel Tank
advgenerators:HeatingChamber, Heating Chamber
advgenerators:MixingChamber, Mixing Chamber
advgenerators:HeatExchanger, Heat Exchanger
advgenerators:Sensor, Sensor Module
advgenerators:Control, Redstone Control Module
advgenerators:EfficiencyUpgradeTier1, Fuel/Air Mixer
advgenerators:EfficiencyUpgradeTier2, Gas Mix Compressor
advgenerators:GasInput, Gas Intake Valve
advgenerators:PressureInput, Pressurized Input Valve
advgenerators:PressureOutputSelect, Pressurized Output Valve
advgenerators:syngas_flaming, tile.advgenerators.syngas_flaming.name
advgenerators:syngas, Syngas
glaretorch:blockglaretorchsmall, GlareTorchSmall(Block)
glaretorch:blockglaretorch, GlareTorch(Block)
glaretorch:blockglaretorchlarge, GlareTorchLarge(Block)
glaretorch:blockglaretorchlarge2, GlareTorchlargest(Block)
glaretorch:blocklight, Light(Block)
GraviSuite:BlockRelocatorPortal, Unnamed Block, report to mod author.
GregsLighting:carbideFloodlight, Carbide Floodlight
GregsLighting:floodlightBeam, tile.gcewing_lighting:floodlightBeam.name
GregsLighting:floodlight, Floodlight
GregsLighting:ic2ElectricFloodlight, IC2 Electric Floodlight
GregsLighting:ic2ElectricFloodlightOn, IC2 Electric Floodlight
holovm:vmbase, Holographic Projector
holovm:vmadv, Advanced Holographic Projector
HopperDuctMod:hopperDuct, Hopper Duct
HopperDuctMod:gratedHopper, Grated Hopper
immersiveintegration:extendablePost, Extendable Wooden Post
immersiveintegration:steelTrapdoor, Steel Trapdoor
immersiveintegration:steelDecoration:0, Coke Oven Wall
immersiveintegration:steelDecoration:1, Heated Coke Oven Wall
immersiveintegration:steelDecoration:2, Coke Oven Port
immersiveintegration:extendedPost, Wooden Post Extension
immersiveintegration:industrialCokeOven, Industrial Coke Oven
immersiveintegration:itemRobin, Item Robin
immersiveintegration:inductionCharger:0, LV Induction Charger
immersiveintegration:inductionCharger:1, MV Induction Charger
immersiveintegration:inductionCharger:2, HV Induction Charger
immersiveintegration:redstoneWireConnector, Redstone Wire Connector
immersiveintegration:meWireConnector, ME Wire Connector
immersiveintegration:meDenseWireConnector, ME Dense Wire Connector
immersiveintegration:meTransformer, ME Transformer
immersiveintegration:meDenseTransformer, ME Dense Transformer
immersiveintegration:aeDecoration:0, Fluix Wire Coil
immersiveintegration:aeDecoration:1, Dense Wire Coil
IronChest:BlockIronChest:0, Iron Chest
IronChest:BlockIronChest:1, Gold Chest
IronChest:BlockIronChest:2, Diamond Chest
IronChest:BlockIronChest:3, Copper Chest
IronChest:BlockIronChest:4, Silver Chest
IronChest:BlockIronChest:5, Crystal Chest
IronChest:BlockIronChest:6, Obsidian Chest
IronChest:BlockIronChest:7, DirtChest 9000!
ironfurnaces:iron_furnace_active, Iron Furnace
ironfurnaces:iron_furnace, Iron Furnace
ironfurnaces:gold_furnace_active, Gold Furnace
ironfurnaces:gold_furnace, Gold Furnace
ironfurnaces:diamond_furnace_active, Diamond Furnace
ironfurnaces:diamond_furnace, Diamond Furnace
ironfurnaces:obsidian_furnace_active, Obsidian Furnace
ironfurnaces:obsidian_furnace, Obsidian Furnace
ironfurnaces:crystal_furnace, Crystal Furnace
ironfurnaces:crystal_furnace_active, Crystal Furnace
JABBA:barrel, Better Barrel
jaffa:kaleCrop, Kale Crop
jaffa:CreamTile, Block of Cream
jaffa:blockFluidMustard, Mustard
jaffa:blockFluidCream, Cream
jaffa:blockFluidOil, Oil
jaffa:blockFluidStock, Stock
jaffa:blockFluidVinegar, Vinegar
jaffa:blockFluidIceCream, Ice Cream
LiquidXP:liquidxp.machine:0, LXP Collector
LiquidXP:liquidxp.machine:1, LXP Absorber
LiquidXP:liquidxp.machine:2, LXP Catalyzer
LiquidXP:liquidxp.machine:3, LXP Imprinter
LiquidXP:liquidxp.machine:4, LXP Enchanter
LiquidXP:liquidxp.machine:5, LXP Combiner
LiquidXP:liquidxp.machine:7, LXP Isolator
lootbags:loot_recycler, Loot Recycler
magianaturalis:block.transcribingTable, Transcribing Table
magianaturalis:block.arcaneChest:1, Greatwood Chest
magianaturalis:block.arcaneChest:2, Silverwood Chest
magianaturalis:block.jarPrison, Entity in a Jar
magianaturalis:block.arcaneWood:0, Horizontal Greatwood Planks
magianaturalis:block.arcaneWood:1, Greatwood Ornament
magianaturalis:block.arcaneWood:2, Horizontal Silverwood Planks
magianaturalis:block.arcaneWood:3, Vertical Silverwood Planks
magianaturalis:block.arcaneWood:4, Greatwood Gold Ornament
magianaturalis:block.arcaneWood:5, Greatwood Gold Ornament
magianaturalis:block.arcaneWood:6, Greatwood Gold Trim
magianaturalis:block.banner, Magia Naturalis Banner
magianaturalis:block.geoMorpher, Geo-Pylon
MagicCookie:blockWall:0, Dark Brick Wall
MagicCookie:blockWall:1, Acid Etched Matter Wall
MagicCookie:blockWall:2, Cracked Dark Brick Wall
MagicCookie:blockWall:3, Dark Cobblestone Wall
MagicCookie:blockWall:4, Etched Iron Wall
MagicCookie:blockWall:5, Chiseled Quartz Wall
MagicCookie:blockWall:6, Quartz Wall
MagicCookie:blockFence:0, Dark Brick Fence
MagicCookie:blockFence:1, Acid Etched Matter Fence
MagicCookie:blockFence:2, Cracked Dark Brick Fence
MagicCookie:blockFence:3, Dark Cobblestone Fence
MagicCookie:blockFence:4, Etched Iron Fence
MagicCookie:blockFence:5, Chiseled Quartz Fence
MagicCookie:blockFence:6, Quartz Fence
MagicCookie:SimplePlant:0, Hell Bloom
MagicCookie:SimplePlant:1, Soul Sap
MagicCookie:BlockSemiLiquidContainer:0, QuickSilver Container
MagicCookie:blockDarkStone:0, Dark Brick
MagicCookie:blockDarkStone:1, Acid Corroded Matter
MagicCookie:blockDarkStone:2, Cracked Dark Brick
MagicCookie:blockDarkStone:3, Dark Cobblestone
MagicCookie:blockDarkStone:4, Slightly Blood Stained Cobblestone
MagicCookie:blockDarkStone:5, Moderately Blood Stained Cobblestone
MagicCookie:blockDarkStone:6, Largely Blood Stained Cobblestone
MagicCookie:blockDarkStone:7, Moderately Blood Drenched Cobblestone
MagicCookie:blockDarkStone:8, Largely Blood Drenched Cobblestone
MagicCookie:blockDarkStone:9, Completely Blood Drenched Cobblestone
MagicCookie:blockDarkStone:10, Mottled Cobblestone
MagicCookie:blockDarkStone:11, Etched Iron
MagicCookie:blockDarkStone:12, Slick Sand
MagicCookie:blockDarkStone:13, Barier
MagicCookie:blockDarkStoneStairs, Dark Brick Stairs
MagicCookie:blockCrackedEerieStoneStairs, Acid Corroded Matter Stairs
MagicCookie:blockOldDarkStoneStairs, Cracked Dark Brick Stairs
MagicCookie:blockOldDarkCobbleStoneStairs, Dark Cobblestone Stairs
MagicCookie:blockBloodDrenchedCobble1Stairs, Slightly Blood Stained Cobblestone Stairs
MagicCookie:blockBloodDrenchedCobble2Stairs, Moderately Blood Stained Cobblestone Stairs
MagicCookie:blockBloodDrenchedCobble3Stairs, Largely Blood Stained Cobblestone Stairs
MagicCookie:blockBloodDrenchedCobble4Stairs, Moderately Blood Drenched Cobblestone Stairs
MagicCookie:blockBloodDrenchedCobble5Stairs, Largely Blood Drenched Cobblestone Stairs
MagicCookie:blockBloodDrenchedCobble6Stairs, Completely Blood Drenched Cobblestone Stairs
MagicCookie:blockCobbleMottledStairs, Mottled Cobblestone Stairs
MagicCookie:blockSomethingSomethingStairs, Etched Iron Stairs
MagicCookie:blockDechantmentTable, Dechantment Table
MagicCookie:blockDarkstoneSlab:0, Dark Brick Slab
MagicCookie:blockDarkstoneSlab:1, Acid Corroded Matter Slab
MagicCookie:blockDarkstoneSlab:2, Cracked Dark Brick Slab
MagicCookie:blockDarkstoneSlab:3, Dark Cobblestone Slab
MagicCookie:blockDarkstoneSlab:4, Mottled Cobblestone Slab
MagicCookie:blockDarkstoneSlab:5, Etched Iron Slab
MagicCookie:blockDarkstoneDoubleSlab, tile.DarkstoneSlab.name
MagicCookie:blockBloodyCobbleSlab:0, Slightly Blood Stained Cobblestone Slab
MagicCookie:blockBloodyCobbleSlab:1, Moderately Blood Stained Cobblestone Slab
MagicCookie:blockBloodyCobbleSlab:2, Largely Blood Stained Cobblestone Slab
MagicCookie:blockBloodyCobbleSlab:3, Moderately Blood Drenched Cobblestone Slab
MagicCookie:blockBloodyCobbleSlab:4, Largely Blood Drenched Cobblestone Slab
MagicCookie:blockBloodyCobbleSlab:5, Completely Blood Drenched Cobblestone Slab
MagicCookie:blockBloodyCobbleDoubleSlab, tile.BloodyCobbleSlab.name
MagicCookie:ocelotRug:0, Ocelot Rug
MagicCookie:ocelotRug:4, Tabby Rug
MagicCookie:ocelotRug:8, Siamese Rug
MagicCookie:ocelotRug:12, Tuxedo Rug
MagicCookie:MCLadders:0, Gold Ladder
MagicCookie:MCLadders:4, Iron Ladder
MagicCookie:MCLadders:8, Thaumium Ladder
MagicCookie:MCLadders:12, Void Metal Ladder
MagicCookie:MagicIce, Magic Ice
MagicCookie:PuppyBloodSpatters, Puppy Blood Spatters
MagicCookie:goldenFenceDiamondStudded, Diamond Studded Golden Bars
MagicCookie:goldenFenceEmeraldStudded, Emerald Studded Golden Bars
MagicCookie:goldenFence, Golden Bars
MagicCookie:thaumiumFence, Thaumium Bars
MagicCookie:voidMetalFence, Void Metal Bars
MagicCookie:doorGold, Golden Door
MagicCookie:VoidBlockManipulator:0, Controlled Void Crystal
malisisadvert:advertBlock, Advert
MoarSigns:MoarSignsStandingWood, MoarSign §4ERROR§r
MoarSigns:MoarSignsWallWood, MoarSign §4ERROR§r
MoarSigns:MoarSignsStandingMetal, MoarSign §4ERROR§r
MoarSigns:MoarSignsWallMetal, MoarSign §4ERROR§r
MorePlanet:chondrite_block:0, Chondrite Rock
MorePlanet:chondrite_block:1, Polished Chondrite
MorePlanet:chondrite_block:2, Chondrite Stone Brick
MorePlanet:space_decoration_block:0, Polished Tin Decoration Block
MorePlanet:space_decoration_block:1, Polished Aluminum Decoration Block
MorePlanet:space_mossy_cobblestone:0, Diona Mossy Cobblestone
MorePlanet:space_mossy_cobblestone:1, Polongnius Mossy Cobblestone
MorePlanet:space_mossy_cobblestone:2, Nibiru Mossy Cobblestone
MorePlanet:space_mossy_cobblestone:3, Koentus Mossy Cobblestone
MorePlanet:space_mossy_cobblestone:4, Kapteyn B Mossy Cobblestone
MorePlanet:space_mossy_cobblestone:5, Sirius B Mossy Cobblestone
MorePlanet:space_mossy_cobblestone:6, Venus Mossy Cobblestone
MorePlanet:space_mossy_cobblestone:7, Mercury Mossy Cobblestone
MorePlanet:space_mossy_cobblestone:8, Pluto Mossy Cobblestone
MorePlanet:space_mossy_cobblestone:9, Martian Mossy Cobblestone
MorePlanet:tinted_glass:0, Tinted Glass
MorePlanet:tinted_glass:1, Orange Tinted Glass
MorePlanet:tinted_glass:2, Magenta Tinted Glass
MorePlanet:tinted_glass:3, Light Blue Tinted Glass
